year,week,state,state_name,disease,cases,incidence_per_capita
1966,12,MD,MARYLAND,RUBELLA,36,0.97
1966,12,ME,MAINE,RUBELLA,3,0.3
1966,12,MI,MICHIGAN,RUBELLA,124,1.46
1966,12,MO,MISSOURI,RUBELLA,2,0.04
1966,12,MT,MONTANA,RUBELLA,151,21.36
1966,12,ND,NORTH DAKOTA,RUBELLA,3,0.46
1966,12,NY,NEW YORK,RUBELLA,149,0.84
1966,12,OH,OHIO,RUBELLA,65,0.63
1966,12,OR,OREGON,RUBELLA,38,1.93
1966,12,PA,PENNSYLVANIA,RUBELLA,6,0.05
1966,12,RI,RHODE ISLAND,RUBELLA,4,0.44
1966,12,SC,SOUTH CAROLINA,RUBELLA,42,1.67
1966,12,TN,TENNESSEE,RUBELLA,77,2.01
1966,12,TX,TEXAS,RUBELLA,18,0.17
1966,12,UT,UTAH,RUBELLA,3,0.3
1966,12,VA,VIRGINIA,RUBELLA,98,2.2
1966,12,VT,VERMONT,RUBELLA,4,0.97
1966,12,WA,WASHINGTON,RUBELLA,105,3.43
1966,12,WI,WISCONSIN,RUBELLA,244,5.71
1966,12,WV,WEST VIRGINIA,RUBELLA,34,1.92
1966,13,AK,ALASKA,RUBELLA,5,1.85
1966,13,AL,ALABAMA,RUBELLA,5,0.14
1966,13,AZ,ARIZONA,RUBELLA,82,5.08
1966,13,CA,CALIFORNIA,RUBELLA,131,0.69
1966,13,CO,COLORADO,RUBELLA,15,0.75
1966,13,CT,CONNECTICUT,RUBELLA,107,3.69
1966,13,DE,DELAWARE,RUBELLA,3,0.58
1966,13,FL,FLORIDA,RUBELLA,60,0.98
1966,13,HI,HAWAII,RUBELLA,8,1.13
1966,13,IA,IOWA,RUBELLA,44,1.59
1966,13,ID,IDAHO,RUBELLA,16,2.32
1966,13,IL,ILLINOIS,RUBELLA,91,0.84
1966,13,IN,INDIANA,RUBELLA,74,1.48
1966,13,KY,KENTUCKY,RUBELLA,55,1.75
1966,13,MA,MASSACHUSETTS,RUBELLA,92,1.66
1966,13,MD,MARYLAND,RUBELLA,9,0.24
1966,13,ME,MAINE,RUBELLA,11,1.1
1966,13,MI,MICHIGAN,RUBELLA,84,0.99
1966,13,MN,MINNESOTA,RUBELLA,2,0.06
1966,13,MO,MISSOURI,RUBELLA,1,0.02
1966,13,ND,NORTH DAKOTA,RUBELLA,6,0.93
1966,13,NY,NEW YORK,RUBELLA,141,0.79
1966,13,OH,OHIO,RUBELLA,42,0.41
1966,13,OR,OREGON,RUBELLA,39,1.98
1966,13,PA,PENNSYLVANIA,RUBELLA,2,0.02
1966,13,RI,RHODE ISLAND,RUBELLA,10,1.11
1966,13,SC,SOUTH CAROLINA,RUBELLA,31,1.23
1966,13,TN,TENNESSEE,RUBELLA,79,2.07
1966,13,TX,TEXAS,RUBELLA,2,0.02
1966,13,UT,UTAH,RUBELLA,4,0.4
1966,13,VA,VIRGINIA,RUBELLA,35,0.79
1966,13,VT,VERMONT,RUBELLA,5,1.21
1966,13,WA,WASHINGTON,RUBELLA,84,2.75
1966,13,WI,WISCONSIN,RUBELLA,221,5.17
1966,13,WV,WEST VIRGINIA,RUBELLA,32,1.8
1966,14,AK,ALASKA,RUBELLA,6,2.21
1966,14,AL,ALABAMA,RUBELLA,5,0.14
1966,14,AR,ARKANSAS,RUBELLA,1,0.05
1966,14,AZ,ARIZONA,RUBELLA,118,7.31
1966,14,CA,CALIFORNIA,RUBELLA,148,0.78
1966,14,CO,COLORADO,RUBELLA,13,0.65
1966,14,CT,CONNECTICUT,RUBELLA,53,1.83
1966,14,DC,DISTRICT OF COLUMBIA,RUBELLA,2,0.25
1966,14,FL,FLORIDA,RUBELLA,24,0.39
1966,14,IA,IOWA,RUBELLA,121,4.38
1966,14,IL,ILLINOIS,RUBELLA,110,1.02
1966,14,IN,INDIANA,RUBELLA,82,1.64
1966,14,KY,KENTUCKY,RUBELLA,24,0.76
1966,14,MA,MASSACHUSETTS,RUBELLA,75,1.36
1966,14,MD,MARYLAND,RUBELLA,15,0.41
1966,14,ME,MAINE,RUBELLA,18,1.8
1966,14,MI,MICHIGAN,RUBELLA,104,1.22
1966,14,MN,MINNESOTA,RUBELLA,6,0.17
1966,14,MO,MISSOURI,RUBELLA,4,0.09
1966,14,MT,MONTANA,RUBELLA,14,1.98
1966,14,ND,NORTH DAKOTA,RUBELLA,1,0.15
1966,14,NE,NEBRASKA,RUBELLA,3,0.21
1966,14,NH,NEW HAMPSHIRE,RUBELLA,2,0.29
1966,14,NY,NEW YORK,RUBELLA,126,0.71
1966,14,OH,OHIO,RUBELLA,40,0.39
1966,14,OR,OREGON,RUBELLA,48,2.44
1966,14,PA,PENNSYLVANIA,RUBELLA,2,0.02
1966,14,RI,RHODE ISLAND,RUBELLA,44,4.89
1966,14,SC,SOUTH CAROLINA,RUBELLA,14,0.56
1966,14,TN,TENNESSEE,RUBELLA,65,1.7
1966,14,TX,TEXAS,RUBELLA,7,0.07
1966,14,UT,UTAH,RUBELLA,1,0.1
1966,14,VA,VIRGINIA,RUBELLA,15,0.34
1966,14,VT,VERMONT,RUBELLA,3,0.73
1966,14,WA,WASHINGTON,RUBELLA,77,2.52
1966,14,WI,WISCONSIN,RUBELLA,339,7.93
1966,14,WV,WEST VIRGINIA,RUBELLA,23,1.3
1966,15,AK,ALASKA,RUBELLA,4,1.48
1966,15,AL,ALABAMA,RUBELLA,7,0.2
1966,15,AZ,ARIZONA,RUBELLA,130,8.05
1966,15,CA,CALIFORNIA,RUBELLA,119,0.63
1966,15,CO,COLORADO,RUBELLA,40,1.99
1966,15,CT,CONNECTICUT,RUBELLA,102,3.51
1966,15,FL,FLORIDA,RUBELLA,65,1.06
1966,15,HI,HAWAII,RUBELLA,3,0.42
1966,15,IA,IOWA,RUBELLA,73,2.64
1966,15,ID,IDAHO,RUBELLA,2,0.29
1966,15,IL,ILLINOIS,RUBELLA,96,0.89
1966,15,IN,INDIANA,RUBELLA,155,3.1
1966,15,KY,KENTUCKY,RUBELLA,21,0.67
1966,15,MA,MASSACHUSETTS,RUBELLA,81,1.46
1966,15,MD,MARYLAND,RUBELLA,12,0.32
1966,15,MI,MICHIGAN,RUBELLA,146,1.72
1966,15,MO,MISSOURI,RUBELLA,1,0.02
1966,15,MT,MONTANA,RUBELLA,6,0.85
1966,15,ND,NORTH DAKOTA,RUBELLA,7,1.08
